date,geography,distinct_patient_count R01 Nasal preparations 0-200,distinct_patient_count R01 Nasal preparations 1-4,distinct_patient_count R01 Nasal preparations 15-34,distinct_patient_count R01 Nasal preparations 35-59,distinct_patient_count R01 Nasal preparations 5-14,distinct_patient_count R01 Nasal preparations 60-79,distinct_patient_count R01 Nasal preparations 80+,distinct_patient_count R01 Nasal preparations <1,distinct_patient_count R02 Throat preparations 0-200,distinct_patient_count R02 Throat preparations 1-4,distinct_patient_count R02 Throat preparations 15-34,distinct_patient_count R02 Throat preparations 35-59,distinct_patient_count R02 Throat preparations 5-14,distinct_patient_count R02 Throat preparations 60-79,distinct_patient_count R02 Throat preparations 80+,distinct_patient_count R03 Drugs for obstructive airway diseases 0-200,distinct_patient_count R03 Drugs for obstructive airway diseases 1-4,distinct_patient_count R03 Drugs for obstructive airway diseases 15-34,distinct_patient_count R03 Drugs for obstructive airway diseases 35-59,distinct_patient_count R03 Drugs for obstructive airway diseases 5-14,distinct_patient_count R03 Drugs for obstructive airway diseases 60-79,distinct_patient_count R03 Drugs for obstructive airway diseases 80+,distinct_patient_count R03 Drugs for obstructive airway diseases <1,distinct_patient_count R05 Cough and cold preparations 0-200,distinct_patient_count R05 Cough and cold preparations 1-4,distinct_patient_count R05 Cough and cold preparations 15-34,distinct_patient_count R05 Cough and cold preparations 35-59,distinct_patient_count R05 Cough and cold preparations 5-14,distinct_patient_count R05 Cough and cold preparations 60-79,distinct_patient_count R05 Cough and cold preparations 80+,distinct_patient_count R05 Cough and cold preparations <1,distinct_patient_count R06 Antihistamines for systemic use 0-200,distinct_patient_count R06 Antihistamines for systemic use 1-4,distinct_patient_count R06 Antihistamines for systemic use 15-34,distinct_patient_count R06 Antihistamines for systemic use 35-59,distinct_patient_count R06 Antihistamines for systemic use 5-14,distinct_patient_count R06 Antihistamines for systemic use 60-79,distinct_patient_count R06 Antihistamines for systemic use 80+,distinct_patient_count R06 Antihistamines for systemic use <1
2023-01-30,DE.MV,65.0,6.0,11.0,18.0,20.0,8.0,2.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,129.0,2.0,9.0,25.0,3.0,47.0,43.0,0.0,90.0,9.0,7.0,23.0,24.0,17.0,10.0,0.0,44.0,0.0,11.0,7.0,5.0,6.0,15.0,0.0
2023-01-30,DE.NI,261.0,11.0,58.0,74.0,44.0,37.0,37.0,0.0,50.0,0.0,22.0,15.0,2.0,4.0,7.0,1309.0,0.0,116.0,391.0,15.0,338.0,449.0,0.0,471.0,14.0,83.0,160.0,48.0,67.0,99.0,0.0,291.0,3.0,61.0,88.0,14.0,43.0,82.0,0.0
2023-01-30,DE.NW,688.0,50.0,145.0,232.0,109.0,76.0,76.0,0.0,126.0,0.0,53.0,48.0,7.0,9.0,9.0,2621.0,20.0,187.0,880.0,41.0,641.0,852.0,0.0,1302.0,33.0,276.0,429.0,117.0,195.0,252.0,0.0,624.0,10.0,111.0,182.0,26.0,101.0,194.0,0.0
2023-01-30,DE.RP,150.0,6.0,29.0,50.0,26.0,22.0,17.0,0.0,37.0,0.0,15.0,18.0,2.0,2.0,0.0,488.0,2.0,42.0,146.0,2.0,130.0,166.0,0.0,278.0,15.0,56.0,82.0,41.0,35.0,49.0,0.0,126.0,2.0,27.0,31.0,13.0,16.0,37.0,0.0
2023-01-30,DE.SL,96.0,6.0,21.0,32.0,19.0,10.0,8.0,0.0,21.0,0.0,6.0,10.0,5.0,0.0,0.0,330.0,0.0,30.0,92.0,4.0,88.0,116.0,0.0,173.0,5.0,41.0,60.0,25.0,21.0,21.0,0.0,65.0,0.0,10.0,22.0,7.0,5.0,21.0,0.0
2023-01-30,DE.SN,37.0,0.0,8.0,17.0,8.0,2.0,0.0,0.0,8.0,0.0,4.0,4.0,0.0,0.0,0.0,144.0,0.0,13.0,39.0,0.0,32.0,58.0,0.0,95.0,0.0,16.0,31.0,15.0,9.0,22.0,0.0,35.0,0.0,4.0,9.0,7.0,5.0,10.0,0.0
2023-01-30,DE.ST,70.0,3.0,23.0,18.0,12.0,8.0,6.0,0.0,34.0,0.0,18.0,10.0,0.0,3.0,3.0,259.0,2.0,27.0,72.0,5.0,64.0,89.0,0.0,177.0,7.0,30.0,51.0,22.0,22.0,45.0,0.0,63.0,0.0,9.0,19.0,4.0,11.0,20.0,0.0
2023-01-30,DE.SH,152.0,0.0,53.0,44.0,8.0,20.0,27.0,0.0,16.0,0.0,8.0,5.0,0.0,0.0,3.0,640.0,0.0,58.0,195.0,2.0,154.0,231.0,0.0,166.0,0.0,33.0,42.0,8.0,22.0,58.0,0.0,146.0,0.0,20.0,47.0,2.0,27.0,50.0,0.0
2023-01-30,DE.TH,115.0,5.0,34.0,29.0,19.0,14.0,14.0,0.0,11.0,0.0,8.0,3.0,0.0,0.0,0.0,346.0,0.0,23.0,101.0,5.0,89.0,128.0,0.0,154.0,2.0,28.0,49.0,18.0,26.0,31.0,0.0,66.0,2.0,10.0,27.0,3.0,6.0,18.0,0.0
2023-02-06,DE.BW,486.0,17.0,140.0,176.0,44.0,47.0,62.0,0.0,209.0,0.0,99.0,83.0,6.0,13.0,8.0,1144.0,0.0,104.0,388.0,12.0,260.0,380.0,0.0,916.0,15.0,190.0,332.0,60.0,146.0,173.0,0.0,290.0,2.0,69.0,94.0,11.0,35.0,79.0,0.0
2023-02-06,DE.BY,549.0,47.0,102.0,188.0,104.0,51.0,55.0,2.0,138.0,0.0,54.0,46.0,17.0,7.0,14.0,1210.0,7.0,101.0,352.0,22.0,280.0,448.0,0.0,852.0,51.0,160.0,262.0,98.0,112.0,169.0,0.0,321.0,16.0,62.0,80.0,36.0,40.0,87.0,0.0
2023-02-06,DE.BE,63.0,0.0,17.0,22.0,13.0,6.0,3.0,0.0,7.0,0.0,5.0,2.0,0.0,0.0,0.0,267.0,0.0,16.0,85.0,0.0,70.0,96.0,0.0,119.0,0.0,25.0,42.0,8.0,20.0,22.0,0.0,47.0,0.0,9.0,11.0,3.0,5.0,19.0,0.0
2023-02-06,DE.BB,40.0,7.0,9.0,12.0,6.0,3.0,3.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,165.0,0.0,16.0,43.0,9.0,50.0,47.0,0.0,66.0,2.0,12.0,20.0,5.0,10.0,17.0,0.0,50.0,2.0,7.0,9.0,8.0,9.0,15.0,0.0
2023-02-06,DE.HB,46.0,14.0,12.0,9.0,7.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,3.0,16.0,39.0,3.0,25.0,50.0,0.0,73.0,15.0,9.0,17.0,17.0,5.0,10.0,0.0,39.0,2.0,9.0,11.0,9.0,3.0,5.0,0.0
2023-02-06,DE.HH,73.0,0.0,16.0,25.0,10.0,13.0,9.0,0.0,15.0,0.0,7.0,8.0,0.0,0.0,0.0,184.0,0.0,18.0,58.0,2.0,42.0,64.0,0.0,130.0,0.0,35.0,38.0,14.0,17.0,24.0,0.0,48.0,0.0,9.0,11.0,0.0,8.0,20.0,0.0
2023-02-06,DE.HE,310.0,6.0,77.0,100.0,39.0,40.0,48.0,0.0,90.0,0.0,31.0,30.0,5.0,14.0,10.0,787.0,4.0,80.0,220.0,10.0,186.0,287.0,0.0,434.0,18.0,88.0,127.0,36.0,65.0,100.0,0.0,224.0,3.0,40.0,56.0,13.0,25.0,87.0,0.0
2023-02-06,DE.MV,36.0,3.0,7.0,14.0,5.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,7.0,25.0,0.0,23.0,32.0,0.0,68.0,3.0,11.0,19.0,3.0,9.0,23.0,0.0,19.0,0.0,3.0,3.0,0.0,3.0,10.0,0.0
2023-02-06,DE.NI,301.0,17.0,57.0,102.0,55.0,38.0,32.0,0.0,61.0,0.0,20.0,19.0,8.0,9.0,5.0,1387.0,3.0,119.0,420.0,16.0,350.0,479.0,0.0,503.0,23.0,87.0,158.0,56.0,75.0,104.0,0.0,334.0,0.0,48.0,122.0,13.0,51.0,100.0,0.0
2023-02-06,DE.NW,778.0,50.0,182.0,263.0,98.0,110.0,73.0,2.0,157.0,0.0,66.0,62.0,7.0,13.0,9.0,2831.0,19.0,234.0,874.0,45.0,726.0,933.0,0.0,1321.0,31.0,287.0,430.0,120.0,201.0,252.0,0.0,643.0,5.0,120.0,208.0,25.0,99.0,186.0,0.0
2023-02-06,DE.RP,188.0,16.0,38.0,51.0,36.0,27.0,20.0,0.0,44.0,0.0,17.0,13.0,3.0,7.0,4.0,558.0,5.0,52.0,165.0,6.0,141.0,189.0,0.0,261.0,17.0,42.0,70.0,38.0,44.0,50.0,0.0,146.0,2.0,30.0,37.0,13.0,14.0,50.0,0.0
2023-02-06,DE.SL,93.0,4.0,15.0,30.0,21.0,11.0,12.0,0.0,26.0,0.0,11.0,7.0,8.0,0.0,0.0,409.0,0.0,35.0,123.0,2.0,126.0,123.0,0.0,173.0,3.0,40.0,61.0,23.0,21.0,25.0,0.0,68.0,0.0,15.0,17.0,4.0,11.0,21.0,0.0
2023-02-06,DE.SN,40.0,0.0,10.0,10.0,8.0,7.0,5.0,0.0,4.0,0.0,0.0,2.0,0.0,2.0,0.0,147.0,0.0,11.0,36.0,3.0,34.0,63.0,0.0,108.0,3.0,25.0,23.0,8.0,22.0,27.0,0.0,40.0,0.0,4.0,16.0,3.0,4.0,13.0,0.0
2023-02-06,DE.ST,49.0,5.0,16.0,13.0,3.0,9.0,3.0,0.0,9.0,0.0,5.0,4.0,0.0,0.0,0.0,161.0,2.0,10.0,41.0,2.0,42.0,64.0,0.0,152.0,9.0,29.0,44.0,7.0,30.0,33.0,0.0,50.0,5.0,15.0,11.0,5.0,0.0,14.0,0.0
2023-02-06,DE.SH,156.0,0.0,50.0,66.0,7.0,19.0,14.0,0.0,24.0,0.0,8.0,11.0,3.0,0.0,2.0,666.0,0.0,48.0,197.0,0.0,145.0,276.0,0.0,180.0,0.0,30.0,46.0,7.0,33.0,62.0,0.0,165.0,0.0,34.0,55.0,2.0,25.0,49.0,0.0
2023-02-06,DE.TH,117.0,7.0,20.0,49.0,12.0,15.0,14.0,0.0,11.0,0.0,2.0,9.0,0.0,0.0,0.0,334.0,0.0,17.0,102.0,2.0,85.0,128.0,0.0,168.0,0.0,27.0,66.0,13.0,23.0,39.0,0.0,85.0,0.0,20.0,29.0,5.0,10.0,21.0,0.0
2023-02-13,DE.BW,513.0,12.0,127.0,202.0,35.0,80.0,57.0,0.0,197.0,0.0,97.0,68.0,7.0,12.0,13.0,1115.0,4.0,88.0,389.0,10.0,255.0,369.0,0.0,1020.0,13.0,212.0,373.0,63.0,161.0,198.0,0.0,345.0,4.0,64.0,108.0,10.0,38.0,121.0,0.0
2023-02-13,DE.BY,533.0,37.0,116.0,154.0,105.0,66.0,55.0,0.0,157.0,2.0,45.0,69.0,9.0,12.0,20.0,1218.0,11.0,100.0,390.0,18.0,276.0,423.0,0.0,934.0,42.0,151.0,275.0,111.0,139.0,216.0,0.0,295.0,7.0,56.0,78.0,24.0,39.0,91.0,0.0
2023-02-13,DE.BE,70.0,5.0,19.0,25.0,9.0,9.0,3.0,0.0,18.0,0.0,6.0,12.0,0.0,0.0,0.0,274.0,0.0,19.0,77.0,0.0,78.0,100.0,0.0,136.0,0.0,22.0,57.0,10.0,27.0,20.0,0.0,38.0,0.0,5.0,12.0,0.0,8.0,13.0,0.0
2023-02-13,DE.BB,26.0,3.0,5.0,8.0,8.0,0.0,2.0,0.0,6.0,0.0,0.0,4.0,0.0,0.0,2.0,126.0,3.0,13.0,25.0,0.0,39.0,46.0,0.0,44.0,0.0,7.0,13.0,5.0,6.0,13.0,0.0,20.0,0.0,3.0,5.0,3.0,4.0,5.0,0.0
2023-02-13,DE.HB,38.0,12.0,9.0,9.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,7.0,16.0,53.0,3.0,32.0,44.0,0.0,80.0,15.0,15.0,21.0,13.0,5.0,11.0,0.0,52.0,3.0,5.0,17.0,6.0,6.0,15.0,0.0
2023-02-13,DE.HH,63.0,5.0,14.0,22.0,5.0,9.0,8.0,0.0,12.0,0.0,8.0,4.0,0.0,0.0,0.0,235.0,0.0,12.0,84.0,0.0,44.0,95.0,0.0,132.0,5.0,26.0,44.0,13.0,19.0,25.0,0.0,47.0,0.0,7.0,10.0,0.0,9.0,21.0,0.0
2023-02-13,DE.HE,261.0,8.0,65.0,92.0,27.0,38.0,31.0,0.0,82.0,0.0,33.0,32.0,4.0,4.0,9.0,847.0,4.0,60.0,276.0,16.0,214.0,277.0,0.0,464.0,9.0,98.0,163.0,43.0,55.0,96.0,0.0,213.0,5.0,27.0,74.0,12.0,28.0,67.0,0.0
2023-02-13,DE.MV,37.0,2.0,3.0,12.0,5.0,6.0,9.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,97.0,0.0,6.0,27.0,5.0,30.0,29.0,0.0,76.0,5.0,12.0,29.0,6.0,9.0,15.0,0.0,25.0,0.0,7.0,9.0,0.0,2.0,7.0,0.0
2023-02-13,DE.NI,336.0,20.0,57.0,116.0,48.0,47.0,48.0,0.0,74.0,0.0,25.0,31.0,4.0,5.0,9.0,1381.0,5.0,141.0,439.0,19.0,306.0,471.0,0.0,533.0,22.0,86.0,166.0,50.0,83.0,126.0,0.0,331.0,4.0,68.0,118.0,12.0,37.0,92.0,0.0
2023-02-13,DE.NW,833.0,63.0,180.0,256.0,90.0,123.0,117.0,4.0,142.0,0.0,64.0,52.0,3.0,9.0,14.0,2795.0,12.0,236.0,883.0,43.0,706.0,915.0,0.0,1414.0,33.0,282.0,484.0,110.0,232.0,273.0,0.0,636.0,5.0,121.0,198.0,29.0,114.0,169.0,0.0
2023-02-13,DE.RP,157.0,5.0,30.0,57.0,24.0,22.0,19.0,0.0,42.0,0.0,17.0,14.0,0.0,4.0,7.0,463.0,4.0,43.0,123.0,7.0,108.0,178.0,0.0,258.0,14.0,45.0,78.0,25.0,45.0,51.0,0.0,141.0,0.0,27.0,48.0,15.0,16.0,35.0,0.0
2023-02-13,DE.SL,91.0,4.0,11.0,40.0,14.0,13.0,9.0,0.0,34.0,0.0,14.0,12.0,4.0,0.0,4.0,434.0,0.0,39.0,142.0,8.0,106.0,139.0,0.0,175.0,6.0,40.0,61.0,12.0,24.0,32.0,0.0,97.0,0.0,19.0,28.0,9.0,9.0,32.0,0.0
2023-02-13,DE.SN,25.0,0.0,2.0,6.0,6.0,3.0,6.0,0.0,9.0,0.0,3.0,4.0,2.0,0.0,0.0,86.0,0.0,5.0,17.0,2.0,13.0,49.0,0.0,68.0,0.0,7.0,14.0,6.0,14.0,27.0,0.0,21.0,0.0,3.0,0.0,2.0,7.0,9.0,0.0
2023-02-13,DE.ST,71.0,3.0,16.0,25.0,9.0,13.0,5.0,0.0,25.0,0.0,12.0,10.0,3.0,0.0,0.0,259.0,0.0,21.0,68.0,3.0,61.0,106.0,0.0,204.0,5.0,36.0,67.0,12.0,37.0,47.0,0.0,79.0,6.0,16.0,25.0,10.0,3.0,19.0,0.0
2023-02-13,DE.SH,163.0,2.0,46.0,60.0,11.0,19.0,25.0,0.0,25.0,0.0,8.0,9.0,0.0,3.0,5.0,791.0,0.0,64.0,248.0,5.0,170.0,304.0,0.0,195.0,4.0,46.0,56.0,12.0,29.0,48.0,0.0,204.0,0.0,38.0,71.0,2.0,32.0,61.0,0.0
2023-02-13,DE.TH,113.0,4.0,22.0,48.0,13.0,18.0,8.0,0.0,18.0,0.0,7.0,11.0,0.0,0.0,0.0,288.0,2.0,26.0,69.0,2.0,71.0,118.0,0.0,181.0,8.0,28.0,61.0,14.0,30.0,40.0,0.0,68.0,0.0,17.0,20.0,3.0,7.0,21.0,0.0
2023-02-20,DE.BW,403.0,10.0,106.0,160.0,25.0,58.0,44.0,0.0,143.0,0.0,65.0,59.0,0.0,10.0,9.0,828.0,0.0,85.0,271.0,4.0,187.0,281.0,0.0,781.0,11.0,156.0,282.0,45.0,120.0,167.0,0.0,279.0,2.0,69.0,93.0,6.0,40.0,69.0,0.0
2023-02-20,DE.BY,417.0,35.0,95.0,138.0,66.0,44.0,39.0,0.0,109.0,0.0,33.0,41.0,6.0,12.0,17.0,971.0,12.0,87.0,328.0,21.0,190.0,333.0,0.0,693.0,35.0,107.0,216.0,83.0,110.0,142.0,0.0,293.0,8.0,54.0,80.0,27.0,41.0,83.0,0.0
2023-02-20,DE.BE,69.0,5.0,10.0,14.0,22.0,5.0,13.0,0.0,11.0,0.0,5.0,2.0,0.0,4.0,0.0,234.0,0.0,16.0,81.0,0.0,43.0,94.0,0.0,117.0,2.0,14.0,35.0,10.0,26.0,30.0,0.0,49.0,0.0,9.0,16.0,3.0,9.0,12.0,0.0
2023-02-20,DE.BB,51.0,2.0,8.0,17.0,15.0,9.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,118.0,2.0,15.0,29.0,3.0,26.0,43.0,0.0,75.0,3.0,12.0,27.0,7.0,11.0,15.0,0.0,40.0,0.0,9.0,6.0,7.0,7.0,11.0,0.0
2023-02-20,DE.HB,54.0,13.0,10.0,15.0,10.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,10.0,23.0,50.0,5.0,31.0,38.0,0.0,57.0,16.0,6.0,17.0,10.0,4.0,4.0,0.0,37.0,0.0,10.0,7.0,6.0,4.0,10.0,0.0
2023-02-20,DE.HH,65.0,0.0,23.0,24.0,5.0,6.0,7.0,0.0,17.0,0.0,8.0,9.0,0.0,0.0,0.0,189.0,0.0,19.0,57.0,0.0,43.0,70.0,0.0,106.0,3.0,23.0,40.0,9.0,11.0,20.0,0.0,51.0,0.0,8.0,18.0,0.0,13.0,12.0,0.0
2023-02-20,DE.HE,287.0,9.0,67.0,114.0,25.0,41.0,31.0,0.0,107.0,0.0,47.0,42.0,6.0,6.0,6.0,837.0,2.0,91.0,262.0,15.0,190.0,277.0,0.0,397.0,9.0,81.0,147.0,30.0,50.0,80.0,0.0,234.0,5.0,38.0,79.0,16.0,35.0,61.0,0.0
2023-02-20,DE.MV,41.0,0.0,11.0,13.0,9.0,5.0,3.0,0.0,9.0,0.0,3.0,6.0,0.0,0.0,0.0,121.0,0.0,6.0,41.0,2.0,29.0,43.0,0.0,107.0,4.0,10.0,27.0,13.0,18.0,35.0,0.0,33.0,0.0,4.0,8.0,5.0,4.0,12.0,0.0
2023-02-20,DE.NI,342.0,17.0,56.0,125.0,53.0,50.0,41.0,0.0,67.0,0.0,23.0,20.0,7.0,13.0,4.0,1410.0,0.0,139.0,478.0,24.0,293.0,476.0,0.0,536.0,18.0,98.0,183.0,52.0,86.0,99.0,0.0,357.0,4.0,60.0,113.0,22.0,53.0,105.0,0.0
2023-02-20,DE.NW,790.0,51.0,194.0,268.0,81.0,108.0,85.0,3.0,155.0,0.0,69.0,56.0,5.0,19.0,6.0,2638.0,34.0,254.0,820.0,22.0,654.0,854.0,0.0,1489.0,37.0,338.0,583.0,99.0,212.0,220.0,0.0,679.0,10.0,128.0,202.0,31.0,120.0,188.0,0.0
2023-02-20,DE.RP,191.0,12.0,43.0,58.0,37.0,20.0,21.0,0.0,49.0,0.0,22.0,22.0,0.0,2.0,3.0,461.0,2.0,32.0,150.0,9.0,112.0,156.0,0.0,356.0,20.0,88.0,118.0,45.0,33.0,52.0,0.0,124.0,2.0,34.0,32.0,6.0,15.0,35.0,0.0
2023-02-20,DE.SL,55.0,0.0,12.0,19.0,7.0,10.0,7.0,0.0,16.0,0.0,5.0,5.0,3.0,0.0,3.0,280.0,2.0,27.0,91.0,4.0,71.0,85.0,0.0,131.0,2.0,21.0,47.0,14.0,22.0,25.0,0.0,81.0,2.0,20.0,20.0,8.0,10.0,21.0,0.0
2023-02-20,DE.SN,40.0,0.0,17.0,8.0,3.0,2.0,10.0,0.0,8.0,0.0,2.0,6.0,0.0,0.0,0.0,121.0,0.0,9.0,22.0,0.0,30.0,60.0,0.0,89.0,2.0,17.0,26.0,5.0,11.0,28.0,0.0,35.0,0.0,4.0,9.0,2.0,3.0,17.0,0.0
2023-02-20,DE.ST,85.0,2.0,27.0,22.0,12.0,14.0,8.0,0.0,30.0,0.0,14.0,9.0,7.0,0.0,0.0,227.0,0.0,9.0,70.0,5.0,62.0,81.0,0.0,204.0,12.0,29.0,52.0,25.0,36.0,50.0,0.0,103.0,2.0,22.0,22.0,9.0,14.0,34.0,0.0
2023-02-20,DE.SH,164.0,3.0,35.0,69.0,8.0,20.0,29.0,0.0,22.0,0.0,12.0,7.0,0.0,3.0,0.0,650.0,3.0,61.0,219.0,0.0,145.0,222.0,0.0,195.0,5.0,29.0,60.0,6.0,28.0,67.0,0.0,195.0,2.0,38.0,70.0,2.0,31.0,52.0,0.0
2023-02-20,DE.TH,80.0,4.0,19.0,26.0,8.0,11.0,12.0,0.0,18.0,0.0,5.0,13.0,0.0,0.0,0.0,345.0,0.0,24.0,88.0,3.0,78.0,152.0,0.0,172.0,3.0,22.0,73.0,9.0,28.0,37.0,0.0,70.0,2.0,15.0,25.0,3.0,8.0,17.0,0.0
2023-02-27,DE.BW,569.0,11.0,148.0,223.0,31.0,92.0,64.0,0.0,223.0,0.0,81.0,91.0,10.0,25.0,16.0,1215.0,0.0,132.0,397.0,6.0,288.0,392.0,0.0,1051.0,9.0,232.0,364.0,50.0,181.0,215.0,0.0,372.0,6.0,71.0,129.0,17.0,52.0,97.0,0.0
2023-02-27,DE.BY,605.0,46.0,127.0,203.0,82.0,83.0,64.0,0.0,134.0,0.0,51.0,50.0,8.0,19.0,6.0,1322.0,14.0,127.0,387.0,20.0,269.0,505.0,0.0,874.0,50.0,162.0,242.0,97.0,122.0,201.0,0.0,378.0,12.0,87.0,106.0,35.0,51.0,87.0,0.0
2023-02-27,DE.BE,84.0,4.0,22.0,30.0,16.0,6.0,6.0,0.0,6.0,0.0,3.0,3.0,0.0,0.0,0.0,268.0,0.0,19.0,77.0,0.0,70.0,102.0,0.0,128.0,3.0,26.0,42.0,10.0,24.0,23.0,0.0,59.0,0.0,7.0,22.0,3.0,12.0,15.0,0.0
2023-02-27,DE.BB,50.0,6.0,8.0,10.0,16.0,10.0,0.0,0.0,8.0,0.0,2.0,6.0,0.0,0.0,0.0,141.0,0.0,14.0,38.0,4.0,31.0,54.0,0.0,76.0,2.0,11.0,24.0,7.0,14.0,18.0,0.0,29.0,0.0,6.0,7.0,3.0,8.0,5.0,0.0
2023-02-27,DE.HB,54.0,15.0,7.0,10.0,19.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,11.0,21.0,43.0,0.0,27.0,34.0,0.0,71.0,12.0,9.0,13.0,17.0,5.0,15.0,0.0,33.0,3.0,6.0,9.0,6.0,3.0,6.0,0.0
2023-02-27,DE.HH,71.0,0.0,29.0,22.0,5.0,6.0,9.0,0.0,13.0,0.0,6.0,7.0,0.0,0.0,0.0,201.0,0.0,13.0,71.0,2.0,47.0,68.0,0.0,135.0,5.0,36.0,36.0,11.0,22.0,25.0,0.0,59.0,0.0,5.0,17.0,2.0,10.0,25.0,0.0
2023-02-27,DE.HE,289.0,8.0,58.0,114.0,37.0,43.0,29.0,0.0,104.0,0.0,33.0,54.0,5.0,7.0,5.0,911.0,5.0,86.0,285.0,21.0,202.0,312.0,0.0,404.0,7.0,62.0,143.0,51.0,55.0,86.0,0.0,249.0,3.0,34.0,95.0,13.0,34.0,70.0,0.0
2023-02-27,DE.MV,54.0,9.0,5.0,11.0,12.0,8.0,9.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,143.0,0.0,8.0,40.0,4.0,33.0,58.0,0.0,93.0,8.0,13.0,16.0,18.0,18.0,20.0,0.0,31.0,0.0,7.0,7.0,5.0,4.0,8.0,0.0
2023-02-27,DE.NI,389.0,18.0,80.0,128.0,64.0,55.0,44.0,0.0,55.0,0.0,18.0,19.0,5.0,7.0,6.0,1420.0,7.0,122.0,455.0,21.0,348.0,467.0,0.0,597.0,23.0,101.0,175.0,76.0,98.0,124.0,0.0,390.0,5.0,76.0,123.0,21.0,59.0,106.0,0.0
2023-02-27,DE.NW,926.0,49.0,178.0,369.0,105.0,122.0,103.0,0.0,158.0,0.0,73.0,57.0,7.0,9.0,12.0,3158.0,21.0,283.0,1054.0,30.0,820.0,950.0,0.0,1423.0,34.0,280.0,511.0,114.0,210.0,274.0,0.0,769.0,6.0,155.0,271.0,35.0,132.0,170.0,0.0
2023-02-27,DE.RP,235.0,12.0,46.0,91.0,34.0,30.0,22.0,0.0,58.0,0.0,22.0,22.0,5.0,6.0,3.0,627.0,0.0,56.0,179.0,9.0,166.0,217.0,0.0,443.0,18.0,86.0,135.0,57.0,60.0,87.0,0.0,197.0,4.0,31.0,55.0,17.0,29.0,61.0,0.0
2023-02-27,DE.SL,101.0,4.0,27.0,34.0,17.0,10.0,9.0,0.0,24.0,0.0,10.0,10.0,2.0,2.0,0.0,381.0,0.0,35.0,118.0,0.0,104.0,124.0,0.0,207.0,6.0,56.0,67.0,16.0,26.0,36.0,0.0,94.0,0.0,21.0,29.0,6.0,17.0,21.0,0.0
2023-02-27,DE.SN,48.0,2.0,17.0,11.0,6.0,4.0,8.0,0.0,10.0,0.0,4.0,3.0,3.0,0.0,0.0,160.0,0.0,0.0,41.0,2.0,28.0,89.0,0.0,107.0,2.0,21.0,33.0,7.0,13.0,31.0,0.0,42.0,0.0,4.0,12.0,7.0,8.0,11.0,0.0
2023-02-27,DE.ST,55.0,3.0,18.0,19.0,9.0,4.0,2.0,0.0,26.0,0.0,12.0,8.0,3.0,3.0,0.0,270.0,0.0,16.0,80.0,7.0,70.0,97.0,0.0,213.0,9.0,36.0,59.0,25.0,34.0,50.0,0.0,82.0,4.0,12.0,23.0,8.0,13.0,22.0,0.0
2023-02-27,DE.SH,172.0,0.0,57.0,58.0,15.0,18.0,24.0,0.0,16.0,0.0,3.0,7.0,0.0,3.0,3.0,758.0,0.0,55.0,214.0,2.0,190.0,297.0,0.0,213.0,7.0,44.0,65.0,11.0,33.0,53.0,0.0,207.0,0.0,41.0,65.0,7.0,26.0,68.0,0.0
2023-02-27,DE.TH,119.0,0.0,32.0,42.0,15.0,14.0,16.0,0.0,17.0,0.0,4.0,10.0,0.0,3.0,0.0,351.0,3.0,23.0,111.0,4.0,83.0,127.0,0.0,181.0,4.0,25.0,62.0,20.0,29.0,41.0,0.0,92.0,2.0,21.0,23.0,6.0,10.0,30.0,0.0
2023-03-06,DE.BW,536.0,7.0,144.0,198.0,39.0,83.0,65.0,0.0,222.0,0.0,96.0,89.0,4.0,16.0,17.0,1284.0,0.0,125.0,422.0,6.0,304.0,427.0,0.0,998.0,11.0,225.0,360.0,68.0,135.0,199.0,0.0,415.0,6.0,79.0,148.0,30.0,57.0,95.0,0.0
2023-03-06,DE.BY,534.0,44.0,107.0,165.0,97.0,62.0,57.0,2.0,121.0,0.0,35.0,45.0,13.0,13.0,15.0,1314.0,14.0,105.0,400.0,34.0,304.0,457.0,0.0,855.0,52.0,141.0,267.0,107.0,101.0,187.0,0.0,419.0,9.0,77.0,130.0,40.0,56.0,107.0,0.0
2023-03-06,DE.BE,82.0,0.0,16.0,36.0,16.0,7.0,7.0,0.0,13.0,0.0,6.0,5.0,0.0,0.0,2.0,244.0,0.0,12.0,80.0,0.0,62.0,90.0,0.0,138.0,0.0,30.0,52.0,12.0,17.0,27.0,0.0,56.0,0.0,9.0,20.0,2.0,8.0,17.0,0.0
